s.no,Source,Date,Headline,News_body,Link
99,KRISHI JAGRAN,06-05-2026,This Progressive Farmer from UP Inspires and Excels in Production of Lentil Grains and Vegetables using Scientific and Traditional Technologies!,"Rabindranath Chaubey is a Progressive farmer from Ballia, Uttar Pradesh. He has Acreage of 9 acres of land and has been successfully growing 12 crops in his land. He grows Paddy, Maize, Tur, Jowar, Bajra, Moong, Urad, Wheat, Peas, Gram, Mustard, and Potato. He has been applying technologies likeZero Till, Bed Planting for Wheat, Organic Farming techniques, and Shree Vidhi. Due to his advanced combination of several techniques he has been bestowed with many Awards and Honors says Rabindranath. He was in conversation with the Editor of Agriculture World, Dr. Lakshmi Unnithan. He was also a farmer in our#ftbKrishi Jagran Initiative and has been able to share his story among our readers too digitally.",https://krishijagran.com/ftb-stories/this-progressive-farmer-from-up-inspires-and-excels-in-production-of-lentil-grains-and-vegetables-using-scientific-and-traditional-technologies/
100,KRISHI JAGRAN,29-06-2022,Check out State Wise Suggested Varieties of Lentil,"It is also used with wheat flour while making bread and cakes. Given that they contain more than 25% protein, lentils are a great meat substitute. They're also a fantastic source of iron, a mineral that vegetarian diets occasionally lack. The world'ssecond-largest producer of Lentil is India. It is one of the most significant pulse crops that are high in protein. Lentils offer a supply of starch for the printing and textile industry. It is also used with wheat flour while making bread and cakes. Given that they contain more than 25% protein, lentils are a great meat substitute.",https://krishijagran.com/agripedia/check-out-state-wise-suggested-varieties-of-lentil/
101,KRISHI JAGRAN,04-05-2024,Boost Your Harvest: The Complete Lentil Cultivation Handbook,"Explore the secrets of successful lentil farming, from soil preparation to crop protection, and discover the versatile uses of this ancient crop. Lentil, one of the oldest crops, originates from the Near East and Mediterranean regions. This small, green annual herb features a flattened pod and lens-shaped seeds. Highly nutritious, lentils are rich in B vitamins, iron, and protein, making them an excellent meat alternative. They also contain fiber for gut health and phytochemicals that protect against chronic diseases. Cultivated primarily in Uttar Pradesh, Madhya Pradesh, Bihar, West Bengal, Chhattisgarh, and Jharkhand, the Bundelkhand region contributes about 25% to the nation's lentil production. Lentil cultivation spans across a diverse range of soils, encompassing light loamy sand to heavy clay soils in northern regions, and moderately deep, light black soils in Madhya Pradesh and Maharashtra. The ideal temperature for its growth and development falls within the range of 15 to 25°C.",https://krishijagran.com/agripedia/boost-your-harvest-the-complete-lentil-cultivation-handbook/
102,KRISHI JAGRAN,21-10-2019,Farmers Try out These High-Yielding Pulse Varieties for Increased Productivity,"With a move to motivate farmers to grow high-yielding pulse varieties such as red gram, green gram, and black gram, the Krishi Vigyan Kendra (KVK), Virinjipuram has created farmlands inside their campus and raising these pulses. As per reports, the Agriculture Institute of Tamilnadu has planned to increase the cultivable area in the district through innovation in cultivation practices. With a new move to engage farmers to grow high-yielding pulse varieties such as red gram, green gram, and black gram, the Krishi Vigyan Kendra (KVK), Virinjipuram has created farmlands inside their campus and raising these pulses. As per reports, the Agriculture Institute of Tamilnadu has planned to increase the cultivable area in the district through innovation in cultivation practices. Dinakaran, Professor and Head, Agriculture Research Station, Virinjipuram, Vellore, says that the pulses grown in the KVK farm have shown signs of increased productivity, giving confidence to farmers to cultivate them in their own farmlands. Moreover, Krishi Vigyan Kendra and Agriculture Research Station have been providing inputs to farmers where they have followed it with slight modifications. Under the conventional method, red gram has been raised as an intercrop in groundnut fields during the Aadi season, corresponding to the June-July period, every year, said the farmers. As per reports, due to poor rainfall, farmers have to suffer a lot which leads to a severe drop in production over the last five years.",https://krishijagran.com/agriculture-world/farmers-try-out-these-high-yielding-pulse-varieties-for-increased-productivity/
103,KRISHI JAGRAN,30-06-2025,"Centre to Purchase Green, Black Gram from Karnataka Farmers","Under the price support scheme for Kharif 2021-22 season, the Union Agriculture Ministry has approved the procurement of green gram and black gram from farmers in Karnataka. (Under the price support scheme for Kharif 2021-22 season, the Union Agriculture Ministry has approved the procurement of green gram and black gram from farmers in Karnataka.) TheUnion Agriculture Ministryhas approved the purchase ofgreen gramand black gram from Karnataka farmers under the price support scheme for the Kharif 2021-22 season. According to an order issued by the Union Ministry of Agriculture, the procurement of a maximum of30,000 MTof green gram and10,000 MTof black gram is going to take place. The state government issued procurement orders for the next 90 days immediately after receiving approval from the Centre. Green gram will costRs.7,275 per quintal, while black gram will costRs.6,300 per quintal. Farmers can register in the next 45 days, according to government orders, and procurement will be completed within 90 days. The price support scheme will procure a maximum of six quintals from each farmer, and money will be directly credited to farmers' bank accounts. Moong Dal, Types of Moong Dal, Nutrient information, Best Sowing time, Advantages of Moong Dal… Green & black gram of Karnataka: Moong is primarily grown in the dry belts of northern Karnataka, and Gadag is a major market for thepulses crop.",https://krishijagran.com/agriculture-world/centre-to-purchase-green-black-gram-from-karnataka-farmers/
104,KRISHI JAGRAN,21-05-2017,Banana + Black gram as intercrop for additional Income and enhanced Fertility,"Ramu Thampalayagowder planted 4000 suckers of traditional banana varieties per acre . Single banana plant produce 55 leaves on an average per mother plant and 22 leaves on side shoots . So main leaves are sold @ Rs.2.0 ( Mother plant leaves are big ) and side shoot leaves are small that are used for serving tiffin in hotel sold @ Rs.1.50 Ramu Thampalayagowder planted 4000 suckers of traditional banana varieties per acre. Single banana plants produce 55 leaves on an average per mother plant and 22 leaves on side shoots. So main leaves are sold at the rate of Rs.2.0 ( Mother plant leaves are big ) and side shoot leaves are small that are used for serving tiffin in hotel sold @ Rs.1.50 Big leaves 4000 plants * 55 leaves * Rs.2.0 = Rs.4,40,000Small leaves 4000 plants * 22 leaves * Rs.1.25 = Rs.1,10,000Total Earning is Rs.5,50,000 per acre Again the cost of cultivation is less compared to the cultivation of fruits. For leaf production, we need to apply more nitrogen and less phosphorus and potassium Banana, considered as globally important fruit. Annually, 14.2 Million Tonnes of banana is produced in India, i.e. more than any… Black gramas an intercrop is sown in three lines in between rows of bananas.30,000 plants are standing in the one-acre area.",https://krishijagran.com/success-story/banana-plus-black-gram-as-intercrop-for-additional-income-and-enhanced-fertility/
105,KRISHI JAGRAN,15-04-2024,Black Gram (Urad) Cultivation Promises Good Returns for Farmers; Complete Guide Here,"Farmers in India prioritize sowing urad dal as a summer crop after harvesting Rabi crops, benefiting from its nutritional value, versatility, and soil-enriching properties. After farmers finish harvesting their Rabi crops, they quickly shift their focus to preparing for sowing the summer crop. Many farmers choose to grow urad dal during the summer months. Urad, also known as black gram, is an important pulse crop cultivated across India. People consume it in various forms like dal (split or whole, with or without husk) or sprouted. Urad dal is not only nutritious for humans but also beneficial for milch animals. Moreover, it serves as a green manure crop, enriching the soil. The high lysine content in urad dal makes it an excellent complement to rice, providing a balanced and nutritious diet for people.",https://krishijagran.com/agripedia/black-gram-urad-cultivation-promises-good-returns-for-farmers/
106,KRISHI JAGRAN,05-05-2026,Black Gram Cultivation,"Black bean is a variety of soybean (Glycine max), is cultivated as a food crop in the Kumaon region (Uttaranchal state, northern India), and in the bordering states and countries in the Himalayas. It is used as a green manuring crop. HINDI- Urad dal,TELUGU-Minumulu,TAMIL-Ulundu Paruppu,MALAYALAM-Uzhunnu Parippu,KANNADA-Uddin belle,BENGALI-Masakalai dala. Black gram is one of the most important pulses of India. Black gram is also known as “Urad” in India. It is the main component of Papad, idly and Dosa. It is used as a nutritive fodder for milch cattle. Its deep root system and foliage cover competes with weed effectively and controls soil erosion.",https://krishijagran.com/crop-calendar/black-gram-cultivation/
107,KRISHI JAGRAN,02-04-2024,PAU Encourages Farmers to Grow High-Yielding Moong Variety 'SML 1827',"PAU is encouraging farmers in Punjab to consider planting the high-yielding moong variety 'SML 1827' this summer, emphasizing its potential to diversify crops and boost yields. To promote crop diversification in Punjab, the Punjab Agricultural University (PAU) has developed a promising solution for farmers- 'SML 1827'- a short-duration, high-yielding variety of mungbean tailored for the summer season. Dr. Satbir Singh Gosal, the Vice-Chancellor of PAU, highlighted the pivotal role of pulses in diversifying Punjab's agricultural landscape. He highlighted their significance in enhancing soil health and providing a rich source of protein. Dr. Gosal underscored the viability of cultivating summer mungbean, particularly as an additional catch crop after potato, raya/wheat, leveraging assured irrigation facilities. Dr.",https://krishijagran.com/news/pau-encourages-farmers-to-grow-high-yielding-moong-variety-sml-1827/
108,KRISHI JAGRAN,27-09-2019,Growing of Green Gram (Vigna radiata L.) in an Inceptisol of Alluvial Soil,"Grain legumes are a type of pulse. One of the most significant Kharif pulse crops is green gram [Vigna radiata (L.) Wilczek], also known as Mung bean or Golden gram. The word ""pulse"" is derived from the Latin word ""puls,"" which means ""pottage,"" and refers to a seed that has been heated into porridge or a thick soup. India is the world's top producer and consumer of pulses. Green gram is one of India's most significantpulse crops, ranking third behind chickpea and pigeon pea. Pulses include grains and legumes. Green gramme [Vigna radiata (L.) Wilczek], commonly known as Mung bean or Golden gram, is one of the most important Kharif pulse crops. The word ""pulse"" comes from the Latin word ""puls,"" which means ""pottage,"" and refers to seed cooked into porridge or a thick soup.",https://krishijagran.com/featured/growing-of-green-gram-vigna-radiata-l-in-an-inceptisol-of-alluvial-soil/
109,KRISHI JAGRAN,27-09-2019,Growing of Green Gram (Vigna radiata L.) in an Inceptisol of Alluvial Soil,"Grain legumes are a type of pulse. One of the most significant Kharif pulse crops is green gram [Vigna radiata (L.) Wilczek], also known as Mung bean or Golden gram. The word ""pulse"" is derived from the Latin word ""puls,"" which means ""pottage,"" and refers to a seed that has been heated into porridge or a thick soup. India is the world's top producer and consumer of pulses. Green gram is one of India's most significantpulse crops, ranking third behind chickpea and pigeon pea. Pulses include grains and legumes. Green gramme [Vigna radiata (L.) Wilczek], commonly known as Mung bean or Golden gram, is one of the most important Kharif pulse crops. The word ""pulse"" comes from the Latin word ""puls,"" which means ""pottage,"" and refers to seed cooked into porridge or a thick soup.",https://krishijagran.com/featured/growing-of-green-gram-vigna-radiata-l-in-an-inceptisol-of-alluvial-soil/
110,KRISHI JAGRAN,10-09-2025,Green Moong Dosa: Protein-Packed Breakfast You’ll Love Every Morning,"Green Moong Dosa is a nutritious, protein-rich breakfast combining mung beans and traditional dosa. It’s high in fiber, antioxidants, gluten-free, and easy to digest. Crispy and flavorful, it offers a wholesome, healthy start to the day, perfect with chutney and sambar. Green Moong, also known as Green Gram or Mung Bean, is one of the oldest cultivated legumes in India, celebrated for its rich nutritional profile, packed with plant-based protein, fiber, vitamins, and essential minerals like iron, magnesium, and potassium. Light on the stomach and easy to digest, it is a staple in Indian kitchens, commonly used in sprouts, dals, curries, and cheelas. On the other hand, Dosa is a traditional South Indian dish with a history spanning over a thousand years, believed to have originated in Karnataka or Tamil Nadu. Typically made from fermented rice andurad dalbatter, dosa is known for its thin, crisp texture and is enjoyed worldwide with chutneys and sambhar. Combining these two culinary treasures is the Green Moong Dosa, also known as Pesarattu, a healthier variation that brings together the nutritional benefits of mung beans with the beloved flavors and textures of dosa.",https://krishijagran.com/health-lifestyle/green-moong-dosa-protein-packed-breakfast-you-ll-love-every-morning/
111,KRISHI JAGRAN,31-01-2023,Steps To Grow Bean Sprouts in a Jar,"Sprouts refer to seeds of grain or legumes that are germinated. Sprouts are considered a superfood as they are packed with protein, calcium, fibre, vitamins, and minerals. In this article, we will discuss steps to grow them in a jar from the comfort of your home. Sprouts are a low-calorie treat that is rich in fibre and packed with protein. It is a low-fat food that helps lower cholesterol levels and maintains healthy body weight. Chlorophyll present in sprouts helps remove toxins from the cells and lymphatic system. It also has enzymes that ease the digestive process, promote hair growth, and reduce signs of ageing. What is amazing about sprouts is that they can also be grown from the comfort of your home.Sproutingyour own beans is better for the environment, and your body, and it is economical.",https://krishijagran.com/agripedia/steps-to-grow-bean-sprouts-in-a-jar/
112,KRISHI JAGRAN,07-02-2023,"Dr. Anup Das Appointed as New Director of ICAR-RCER, Patna","Previously, Dr. Das held the position of Principal Scientist at the ICAR Research Complex for North Eastern Hill Region, Tripura Centre Meghalaya. On February 6, Dr. Anup Das assumed the office as the fifth full-time director of the ICAR-Research Complex for Eastern Region. Dr. Das's current contract is for five years. On the advice of the Agricultural Scientists Recruitment Board (ASRB), New Delhi, the Indian Council of Agricultural Research appointed him to the position of Director. The administrative and technical cadre members, as well as all of the institute's scientists, congratulated the newly appointed Director on this occasion.",https://krishijagran.com/news/dr-anup-das-appointed-as-new-director-of-icar-rcer-patna/
113,KRISHI JAGRAN,05-10-2018,List of State-Wise GI Tagged Products in India,"GI Tag stands for Geographical Indication, which is a name or sign given to a certain product that has a specific relation with geographical locations. Here is a complete list of GI Tags in India. A geographical indication or GI is a sign or symbol used on products, which have a specific geographical origin & have qualities or a reputation that are due to that origin. In order to function as a GI, a sign should identify a product as originating in a particular place. In India, Darjeeling tea became the first GI-tagged product in 2004-05. Recently, Tirur betel leaf from Kerala has received the GI tag. You would have heard about intellectual property rights such as Copyright, Patent or Trademark etc. In the same way, Geographical Indication Tag gives similar rights & protection to the holders.",https://krishijagran.com/news/list-of-state-wise-gi-tagged-products-in-india/
114,KRISHI JAGRAN,13-08-2020,"Farmer News, Agriculture Updates, Delhi Rain, Monsoon, Covid-19","According to weather office, Delhi-NCR will continue to receive heavy rainfall for the next 2 days i.e. on Friday and Saturday. National capital witnessed continuous showers since last night bringing much needed relief from humidity for Delhiites. India Meteorological Department (IMD) said that the western part of the monsoon trough has moved to the north of its normal position and is expected to remain there during the next 48 hours. Agricultural processing industries such as dairy and sugar have begun demanding fiscal incentives to deal with the pandemic induced glut & losses. As per reports, textile industry has asked for an extension of moratorium on term loan repayment by another 6 months from 1stSeptember to 31stMarch. Industry estimates says in the first quarter of FY2020-21, Indian knitwear exports dropped a whopping 60.54 percent to Rs 5355 crore from Rs 13,570 crore a year ago. With good rainfall in the month of August, India is expected to harvest a record kharif crop if the rest of the monsoon season also goes well.",https://krishijagran.com/13-august-delhi-rain-monsoon-covid-19-farmer-news-agriculture-updates/
115,KRISHI JAGRAN,16-06-2022,15 Most Famous Fruits of India with GI Tag,"India is the world's second-largest fruit producer, with a wide range of fruits grown in various geographical zones. You've probably heard of intellectual property rights like Copyright, Patent, and Trademark. In the same way, the holders of a Geographical Indication Tag have identical rights and protection. India is the world's second-largest producer of fruit, with a wide range of fruits grown in various geographical zones. You've probably heard of intellectual property rights like Copyright, Patent, and Trademark. In the same way, the holders of aGeographical IndicationTag have identical rights and protection. A 'GI' right allows those who have the right to use the indicator to restrict it from being used by anyone whose product does not meet the required standards. According to experts, the mark protects the manufacturer of genuine products that attract premium prices in both domestic and foreign markets.",https://krishijagran.com/agripedia/15-most-famous-fruits-of-india-with-gi-tag/
116,KRISHI JAGRAN,17-08-2020,6 Rare Fruits in India You Must Know About!,"India is a land of fruit. There is some unheard fruit that you have to taste once in a lifetime. The list of some rare fruits that grow in India is as follows. India is the Land with hundreds of varieties of fruits and is the largest producer of mango, banana, papaya, guava, pomegranate, etc. The variety of fruits produced in the country are famous for their quality, thus remain in high demand all over the world. There are some rare fruits in India that are not readily available but are full of nutrition. Some of these fruits are seasonal while some are grown in specific areas and everyone should taste them once in their lifetime! Jungli jalebi (kodukkapuli) spiraling green-pink pods hold 6-10 shiny black seeds encased in a thick delicious edible pulp. The sour seeds are used in curries, while the pulp can be eaten raw or turned into a drink akin to lemonade.",https://krishijagran.com/agripedia/6-rare-fruits-in-india-you-must-know-about/
117,KRISHI JAGRAN,05-05-2026,Fruit Farming,"Cultivation process of different fruits in India along with latest varieties and marketing advise It is common sense to know that apple farming is usually done in cold regions as they are mostly cultivated in Himachal Pradesh, but you will be astonished to know that now apples can also thrive at temperatures ranging from 40 to 46 degrees. Let's… Sun melon cultivation in India offers a sweet and promising opportunity with its adaptable nature and high market demand, provided you follow proper guidelines.… Macadamia nut cultivation in India requires a subtropical climate, well-drained soil, and careful management to thrive, with essential tips including proper irrigation, pest control, and harvesting techniques.… Heavy rains have caused significant damage to farms and resulted in the destruction of roads, power lines, and infrastructure, amounting to a loss of $550 million in Kashmir and Himachal Pradesh. Concurrently, adverse weather conditions have adversely affected India's vital rice crop, leading to an… Andhra Pradesh contributed 56.84 lakh tonnes to the country's total banana production, making up 16.5% of the entire yield in the fiscal year 2021-22.… The developmental projects in Qutubgarh village aim to improve the financial stability of local farmers and promote eco-tourism in the area while also supporting a healthy and sustainable lifestyle for villagers.… Tribal farmers in Odisha are pursuing fruit plantations and are relishing sustainable income benefits.… The Himachal Pradesh government has directed the sale of apples and similar fruits to be based on the weight in all markets, to curb the practice of over-packaging. Sellers must pack fruits in boxes not exceeding 24 kg and specify the weight with a permanent… Fruits are an integral part of the human diet and contribute towards nutrition, as they are rich sources of fiber, vitamin C, and water. Through this guide, you will understand the basic steps of how to grow exotic fruits.… If you are also curious about how seedless grapes are grown, then you have landed at the right place! Feel free to follow the steps if you plan on growing these juicy fruits yourself.… The horticulture department would sell farmers saplings for between Rs 15 and Rs 20 each to encourage them to start cultivating strawberries in this area.… Although some people may not be interested in growing blueberries at home, under the correct circumstances, this crop might be the ideal addition to portions of the garden with acidic, well-draining soil (for example, close to a stand of pine trees) and full light.… Pomegranate is a plant of sub-tropical climate; it can grow well in a semi-arid climate.… Papaya trees are tough but they do need a little assistance and support for nourishment. Papaya trees, like most plants, can suffer from nutrient deficits, which can cause a variety of issues. As a result, papaya tree owners should be prepared to fertilize their trees… Hussain has been the buzz of the town after successfully growing strawberry and watermelon as cash crops (off-season agriculture for profit).… Over the last few years, there has been a structural shift in the state's cropping patterns. Horticulture is expanding at a quicker rate than agriculture, making AP a major horticulture hub.… Many farmers have switched to banana cultivation after cultivating vegetables, according to A R Narayanasamy, President of the Banana Prodistrict, since bananas are a low-maintenance crop as opposed to other crops.… Bahusaheb Kanchan, a farmer, told ANI that he was inspired after visiting Europe in 2013 and seeing people in the country cultivating grapes and other fruits on their terraces.… In this article, we have written about how you can earn in lakhs through banana farming.",https://krishijagran.com/fruit-farming/
118,KRISHI JAGRAN,23-07-2025,Livestock Push: Over 2 Lakh Farmers Join Govt’s Virtual Awareness Drive to Boost Dairy and Livelihood Opportunities,"Over two lakh livestock farmers joined a nationwide virtual awareness program led by Minister Prof. S.P. Singh Baghel to promote modern animal husbandry practices. The program was conducted through 4,000 CSCs across 16 states and Union Territories. Addressing the participants, Prof. Baghel highlighted the importance of adopting modern livestock practices such asartificial insemination, genomic selection, and biosecurity measures. He urged farmers to take full advantage of the AHD Kisan Credit Card (KCC) and other government schemes designed to enhance rural livelihoods. Noting that India contributes nearly 25% of the world’s total milk production, the Minister emphasized the sector’s vast potential for generating sustainable rural income.",https://krishijagran.com/news/livestock-push-over-2-lakh-farmers-join-government-s-virtual-awareness-drive-to-boost-dairy-and-livelihood-opportunities/
119,KRISHI JAGRAN,23-01-2022,Top 10 Leading Agriculture States of India – With Most Crops!,"Dive into the article to know about the agriculture states of India. We have compiled a list of top 10 leading agriculture states. Agriculture provides livelihood to around 58% of India's population. In addition, the agricultural states in the country are producing high-quality food grains and other food goods as well. TheIndian agriculture businessis growing at a rapid rate and continues to contribute to a global trade. Let us inform you that India's grocery and food market is the world's sixth-largest, accounting for 70% of the total sales. Agriculture in India is evolving at the same time as the country develops. Food production and consumption patterns are shifting.",https://krishijagran.com/blog/top-10-leading-agriculture-states-of-india-with-most-crops/
120,KRISHI JAGRAN,03-08-2019,"Advanced Profitable Mango Farming Techniques; Best Climate, Soil, Land for Mango Farming & How to Grow Mango Tree","A delicious fruit having a wonderful flavor and charming fragrance is none other than mango that we are talking about. This king of fruit is loaded with high vitamin A and C and therefore, has the great market demand all the year around. A delicious fruit having a wonderful flavor and charming fragrance is none other than mango that we are talking about. This king of fruit is loaded with high vitamin A and C and therefore, has the great market demand all the year around. So, if you also want to start a new tree farming business then growing mango tree is a good idea. Mango trees are hardy in nature and need relatively low maintenance than other fruit tree farming. Here we will tell you more about advanced mango farming techniques, how to grow a mango tree. Developed in South Asia about thousands of years ago, mangoes spread slowly to Asia and become popular in very short time.",https://krishijagran.com/agripedia/advanced-profitable-mango-farming-techniques-best-climate-soil-land-for-mango-farming-how-to-grow-mango-tree/
121,KRISHI JAGRAN,30-03-2025,"Assam Farmer Helps Bhutanese Farmer Earn Rs 5-6 Lakh Annually Through Dragon Fruit, Floriculture, and Livestock Farming","Birkha Bahadur Gurung, a Bhutanese farmer, earns an annual income of Rs 5-6 lakh from dragon fruit, floriculture, fruit trees, and livestock farming (Jersey cows, goats, and pigs). His diversified farm uses organic manure, promoting sustainability. He introduced dragon fruit to Bhutan, boosting his family’s income. Birkha Bahadur Gurung, a resident of Samtenling village in Gelephu town, Bhutan, has been passionate about farming since childhood. While working as a school teacher, he and his wife ventured into floriculture in 2015. What started as a mere hobby soon turned into a necessity when Birkha realized that his teaching salary was insufficient to meet the family’s needs. Determined to bridge the gap, he transformed their small-scale floriculture into a full-fledged business. His wife, formerly a homemaker, took the lead in managing their nursery, while Birkha balanced farming alongside his teaching duties.",https://krishijagran.com/success-story/bhutanese-farmer-earns-rs-5-6-lakh-annually-from-dragon-fruit-floriculture-fruit-trees-and-livestock-farming-using-sustainable-practices/
122,KRISHI JAGRAN,16-07-2022,"National Mango Day 2022: Date, History, and Unknown Facts about the King of Fruits","National Mango Day 2021: It is observed on 22 July. Know about the history and some lesser-known facts about the juicy and delicious fruit mango. Mango is one of the most consumed fruits worldwide. It is more than simply a fruit; in many nations around the world, it is an integral component of culture and history.Mangoeswere first cultivated in India more than 5000 years ago. In the summer, most people choose mango fruit. Mangoes are the most popular fruit and are used in a variety of cuisines, including mango shakes, smoothies, cakes, ice cream, and more. Mango Day or National Mango Day is celebrated on July 22. According to The Hindu, Kerala's Kannapuram in the Kannur district has been designated an ""Indigenous Mango Heritage Area."" More than 200 different mango varieties grow in the panchayat.",https://krishijagran.com/news/national-mango-day-2022-date-history-and-unknown-facts-about-the-king-of-fruits/
123,KRISHI JAGRAN,28-02-2023,IARI to Honour Assam Farmer for Innovation in Agriculture,"A farmer from the Bezkuchi village of Patacharkuchi, Assam has been invited by the Center for Agricultural Technology Assessment and Transfer, IARI, New Delhi. Gauri Kanta Deka is a 74-year-old farmer who specializes in innovative farming technology. He is the only farmer to be selected from Assam and will be felicitated for his contributions by leading farmers and agricultural scientists of the country. The ceremony will take place on March 4th, 2023 at theInnovative farmersRecognition for Pusa Krishi Vigyan Mela 2023, to be held in New Delhi from March 2 to 4. The farmer has formerly been the recipient of several awards by the Department of Agriculture, Krishi Vigyan Kendra, Barpeta and various organizations in the district as well as state level. Deka started farming at a tender age, spending time in the fields when his peers were engaging in formal education. Presently several students of the Assam Agricultural University perform their practicals in the field under the supervision of Deka. He has succeeded without using any pesticides, although farmers cannot protectpotato seedsfrom insects even when using chemical pesticides.",https://krishijagran.com/news/iari-to-honour-assam-farmer-for-innovation-in-agriculture/
124,KRISHI JAGRAN,04-03-2025,Assam Farmer Earns Lakhs Annually by Cultivating Amrapali & Thai Banana Mangoes Alongside a Diverse Range of Organic Crops,"Dhoniram Chetia, an organic farmer from Assam, earns over Rs. 3 lakh annually from his diverse farm, growing crops like mangoes, vegetables, and sugarcane. He focuses on sustainable, chemical-free farming practices and encourages youth involvement in agriculture. Dhoniram Chetia, born and raised in the Tinsukia district in Assam, has spent his entire life devoted to farming and agriculture. His deep-rooted passion for cultivating the land and his firm commitment to sustainable farming practices make his journey truly inspiring. At 40 years old, Dhoniram is not only a dedicated farmer but also a loving father to two sons. He had to abandon his education due to financial constraints, but his love for farming led him to pursue it from a young age. For over 12 years, Dhoniram has been working tirelessly in agriculture, with a particular focus on organic farming.",https://krishijagran.com/success-story/assam-farmer-earns-lakhs-annually-by-cultivating-amrapali-thai-banana-mangoes-alongside-a-diverse-range-of-organic-crops/
125,KRISHI JAGRAN,16-10-2020,Women Power in Farmer the Brand,"The first in line to Speak wasDivyafrom Pauri Garhwal, Uttarakhand started her Brand Himalayan Haat in 2014. She had already been inspired by her dad who was taking care of their farm and was in farming since 1970. After her dad passed away she realizes there was n value for natural and Organic fruits from the region of Pauri and started her Value addition centre and also gave jobs to women near her area. Currently, the brand has 30-35 products and also has an e-commerce platform called him Her products range from Coolers, Squash to Jam which are preservatives and sugar-free. She maintains a regular monthly income of 1.5-2 lakhs/month The next to speak wasMrs. Varsha Sachin Yevalewho is done her degree in Agriculture. She and her husband own a brand Krushidut Agro farm (Organic Farm) where they are not only engaged in farming but also provide training to various others. They also own an outlet with the same brand name wherein they sell a variety of organic products like- Organic Jaggery Lollipop, Jaggery bar, Masala jaggery, Jaggery powder, etc.",https://krishijagran.com/success-story/women-power-in-farmer-the-brand/
126,KRISHI JAGRAN,04-03-2025,Assam Farmer Earns Lakhs Annually by Cultivating Amrapali & Thai Banana Mangoes Alongside a Diverse Range of Organic Crops,"Dhoniram Chetia, an organic farmer from Assam, earns over Rs. 3 lakh annually from his diverse farm, growing crops like mangoes, vegetables, and sugarcane. He focuses on sustainable, chemical-free farming practices and encourages youth involvement in agriculture. Dhoniram Chetia, born and raised in the Tinsukia district in Assam, has spent his entire life devoted to farming and agriculture. His deep-rooted passion for cultivating the land and his firm commitment to sustainable farming practices make his journey truly inspiring. At 40 years old, Dhoniram is not only a dedicated farmer but also a loving father to two sons. He had to abandon his education due to financial constraints, but his love for farming led him to pursue it from a young age. For over 12 years, Dhoniram has been working tirelessly in agriculture, with a particular focus on organic farming.",https://krishijagran.com/success-story/assam-farmer-earns-lakhs-annually-by-cultivating-amrapali-thai-banana-mangoes-alongside-a-diverse-range-of-organic-crops/
127,KRISHI JAGRAN,22-04-2024,Assam Farmer's Integrated Farming Earns Him Coveted Padma Shri Honor!,"Sarbeswar Basumatary uses unique intercropping methods along with the integration of fisheries, piggery, and sericulture on a small land, leading him towards a good income year-round. Sarbeswar Basumatary is a 62-year-old farmer hailing from Panbari village in the Chirang district of Assam. He has a land holding of 9 acres with 15-16 acres on lease on which he does integrated farming, incorporating fisheries, piggery, sericulture, and horticulture. By his unique technique of growing areca nuts along with oranges as well as bananas and intercropping with ginger and khesari with papaya and lemon planted along the boundaries, he manages to make maximum profit throughout the year. These innovative practices got Sarbeswar several honors including the prestigious Padma Shri by President Droupadi Murmu recently. Growing up in a small village with limited resources, Sarbeswar’s educational journey ended after the 5th grade. At the age of 13, he began his agricultural journey as a plowman, which laid the foundation for his future in farming. Later, Sarbeswar ventured into cultivating land in Chiponsila and expanded his efforts to Bhutiapara.",https://krishijagran.com/success-story/assam-farmers-integrated-farming-earns-him-coveted-padma-shri-honor/
